step,pend_rad,arm_rad,pend_vel,arm_vel,voltage,late,controller
1380,-0.06597310701479131,0.10681415349245071,-0.22503235936164856,-9.210273632462719e-17,-3.495140697410519,2,TQC/DroQ_Blend
1381,-0.06597310701479131,0.10681415349245071,-0.16877427697181702,-6.907705224347039e-17,-3.40842165035934,2,TQC/DroQ_Blend
1382,-0.06597310701479131,0.10681415349245071,-0.12658071517944336,-5.180779083696402e-17,-3.2886841776057345,2,TQC/DroQ_Blend
1383,-0.06283170381654912,0.10681415349245071,-0.01639571785926819,-3.8855843127723013e-17,-2.8421330069484236,2,TQC/DroQ_Blend
1384,-0.06283170381654912,0.10681415349245071,-0.012296788394451141,-2.9141884000153485e-17,-2.7685693574197128,2,TQC/DroQ_Blend
1385,-0.059690300618306935,0.10681415349245071,0.06931722909212112,-2.1856413000115114e-17,-2.524200129493707,2,TQC/DroQ_Blend
1386,-0.056548420582906544,0.10681415349245071,0.13052773475646973,-1.639230933649603e-17,-2.395518604330377,2,TQC/DroQ_Blend
1387,-0.056548420582906544,0.10681415349245071,0.0978958010673523,-1.2294231588781715e-17,-2.421351856077554,2,TQC/DroQ_Blend
1388,-0.05340701738466436,0.10681415349245071,0.15196166932582855,-9.22067327799598e-18,-2.3991624973003187,2,TQC/DroQ_Blend
1389,-0.050265137349263966,0.10681415349245071,0.19251106679439545,-6.915504958496985e-18,-2.4542786253007467,2,TQC/DroQ_Blend
1390,-0.050265137349263966,0.10681415349245071,0.1443832963705063,-5.1866288222703155e-18,-2.464784952908211,2,TQC/DroQ_Blend
1391,-0.04712373415102178,0.10681415349245071,0.18682728707790375,-3.88997151330516e-18,-2.5,2,TQC/DroQ
1392,-0.04712373415102178,0.10681415349245071,0.1401204615831375,-2.91747863497887e-18,-2.5,2,TQC/DroQ
1393,-0.04398233095277959,0.10681415349245071,0.18363016843795776,-2.188109027932941e-18,-2.5,2,TQC/DroQ
1394,-0.0408404509173792,0.10681415349245071,0.21626244485378265,-1.6410817709497056e-18,-2.5,2,TQC/DroQ
1395,-0.0408404509173792,0.10681415349245071,0.1621968299150467,-1.2308113540616734e-18,-2.5,2,TQC/DroQ
1396,-0.03769904771913701,0.10681415349245071,0.20018744468688965,-9.231085413956492e-19,-2.5,2,TQC/DroQ
1397,-0.03455716768373662,0.10681415349245071,0.22868040204048157,-6.923314060467369e-19,-2.5,2,TQC/DroQ
1398,-0.031415764485494435,0.10681415349245071,0.2500501275062561,-5.192485674597497e-19,-2.5,2,TQC/DroQ
1399,-0.031415764485494435,0.10681415349245071,0.18753759562969208,-3.894364255948123e-19,-2.5,2,TQC/DroQ
1400,-0.028274361287252248,0.10681415349245071,0.2191930115222931,-2.920773191961092e-19,-2.5,2,TQC/DroQ
1401,-0.028274361287252248,0.10681415349245071,0.16439476609230042,-2.19058002321779e-19,-2.5,2,TQC/DroQ
1402,-0.028274361287252248,0.10681415349245071,0.12329607456922531,-1.6429350174133424e-19,-2.5,2,TQC/DroQ
1403,-0.025132481251851857,0.10681415349245071,0.17101186513900757,-1.2322013276834921e-19,-2.5,2,TQC/DroQ
1404,-0.025132481251851857,0.10681415349245071,0.12825889885425568,-9.241509957626191e-20,-2.5,2,TQC/DroQ
1405,-0.025132481251851857,0.10681415349245071,0.09619417786598206,-6.931132468219643e-20,-2.5,2,TQC/DroQ
1406,-0.02199107805360967,0.10681415349245071,0.15068545937538147,-5.1983493511647325e-20,-2.5,2,TQC/DroQ
1407,-0.02199107805360967,0.10681415349245071,0.1130140945315361,-3.8987620133735494e-20,-2.5,2,TQC/DroQ
1408,-0.02199107805360967,0.10681415349245071,0.08476056903600693,-2.924071510030162e-20,-2.5,2,TQC/DroQ
1409,-0.02199107805360967,0.10681415349245071,0.06357042491436005,-2.1930535517432648e-20,-2.5,2,TQC/DroQ
1410,-0.02199107805360967,0.10681415349245071,0.047677818685770035,-1.6447901638074486e-20,-2.5,2,TQC/DroQ
1411,-0.02199107805360967,0.10681415349245071,0.0357583649456501,-1.2335926228555865e-20,-2.5,2,TQC/DroQ
1412,-0.01884919801820928,0.10681415349245071,0.10535859316587448,-9.25194487336529e-21,-2.5,2,TQC/DroQ
1413,-0.01884919801820928,0.10681415349245071,0.07901894301176071,-6.93895885697236e-21,-2.5,2,TQC/DroQ
1414,-0.01884919801820928,0.10681415349245071,0.059264205396175385,-5.204218940780878e-21,-2.5,2,TQC/DroQ
1415,-0.01884919801820928,0.10681415349245071,0.04444815218448639,-3.9031640036372666e-21,-2.5,2,TQC/DroQ
1416,-0.01570779481996709,0.10681415349245071,0.11187593638896942,-2.92737300272795e-21,-2.5,2,TQC/DroQ
1417,-0.01570779481996709,0.10681415349245071,0.08390694856643677,-2.1955298025330604e-21,-2.5,2,TQC/DroQ
1418,-0.01570779481996709,0.10681415349245071,0.06293021142482758,-1.6466474023868932e-21,-2.5,2,TQC/DroQ
1419,-0.012566391621724904,0.10681415349245071,0.12573747336864471,-1.234985501303072e-21,-2.5,2,TQC/DroQ
1420,-0.012566391621724904,0.10681415349245071,0.09430310130119324,-9.26239125977304e-22,-1.9893999099731445,2,TQC/DroQ
1421,-0.012566391621724904,0.10681415349245071,0.07072732597589493,-6.94679344482978e-22,1.4227900505065918,2,TQC/DroQ
1422,-0.012566391621724904,0.10681415349245071,0.053045496344566345,-5.210094831186845e-22,2.5,2,TQC/DroQ
1423,-0.012566391621724904,0.10681415349245071,0.03978412225842476,-3.907571123390134e-22,2.5,2,TQC/DroQ
1424,-0.012566391621724904,0.10681415349245071,0.029838092625141144,-2.9306783425426005e-22,-1.7716617584228516,2,TQC/DroQ
1425,-0.012566391621724904,0.10681415349245071,0.022378569468855858,-2.198008820015823e-22,-2.5,2,TQC/DroQ
1426,-0.012566391621724904,0.10681415349245071,0.016783926635980606,-1.648506615011867e-22,-2.5,2,TQC/DroQ
1427,-0.012566391621724904,0.10681415349245071,0.012587944976985455,-1.236379929704464e-22,-2.5,2,TQC/DroQ
1428,-0.012566391621724904,0.10681415349245071,0.009440958499908447,-9.272849157239119e-23,-2.5,2,TQC/DroQ
1429,-0.012566391621724904,0.10681415349245071,0.0070807188749313354,-6.954636867929339e-23,-2.5,2,TQC/DroQ
1430,-0.012566391621724904,0.10681415349245071,0.005310539156198502,-5.215977650947004e-23,-2.5,2,TQC/DroQ
1431,-0.009424511586324513,0.10681415349245071,0.08252272009849548,-3.911983317096344e-23,-1.7045421600341797,2,TQC/DroQ
1432,-0.009424511586324513,0.10681415349245071,0.06189204007387161,-2.933987645594439e-23,2.5,2,TQC/DroQ
1433,-0.009424511586324513,0.10681415349245071,0.04641903191804886,-2.200490734195829e-23,2.5,2,TQC/DroQ
1434,-0.009424511586324513,0.10681415349245071,0.03481427580118179,-1.6503680112038266e-23,2.5,2,TQC/DroQ
1435,-0.009424511586324513,0.10681415349245071,0.026110706850886345,-1.23777600840287e-23,-1.6294796466827393,2,TQC/DroQ
1436,-0.009424511586324513,0.10681415349245071,0.01958302967250347,-9.283319865806298e-24,-2.5,2,TQC/DroQ
1437,-0.009424511586324513,0.10681415349245071,0.014687271788716316,-6.962489504924271e-24,-2.5,2,TQC/DroQ
1438,-0.009424511586324513,0.10681415349245071,0.011015454307198524,-5.221867128693203e-24,-2.5,2,TQC/DroQ
1439,-0.009424511586324513,0.10681415349245071,0.00826159119606018,-3.916400149304676e-24,0.0,2,TQC/DroQ
1440,-0.009424511586324513,0.10681415349245071,0.0061961933970451355,-2.937300111978507e-24,2.5,2,TQC/DroQ
1441,-0.009424511586324513,0.10681415349245071,0.004647145047783852,-2.202975133287687e-24,2.5,2,TQC/DroQ
1442,-0.009424511586324513,0.10681415349245071,0.0034853587858378887,-1.6522313006619586e-24,-1.2446978092193604,2,TQC/DroQ
1443,-0.009424511586324513,0.10681415349245071,0.0026140189729630947,-1.239173475496469e-24,-2.5,2,TQC/DroQ
1444,-0.009424511586324513,0.10681415349245071,0.001960514113306999,-9.293801066223517e-25,-2.5,2,TQC/DroQ
1445,-0.009424511586324513,0.10681415349245071,0.0014703855849802494,-6.970350799667638e-25,-2.5,2,TQC/DroQ
1446,-0.006283108388082326,0.10681415349245071,0.07964260876178741,-5.227762976491212e-25,0.0,2,TQC/DroQ
1447,-0.006283108388082326,0.10681415349245071,0.05973195657134056,-3.9208221091088926e-25,2.5,2,TQC/DroQ
1448,-0.006283108388082326,0.10681415349245071,0.044798966497182846,-2.9406165818316694e-25,2.5,2,TQC/DroQ
1449,-0.006283108388082326,0.10681415349245071,0.03359922394156456,-2.2054623131142356e-25,1.8991103172302246,2,TQC/DroQ
1450,-0.006283108388082326,0.10681415349245071,0.025199417024850845,-1.6540967348356767e-25,-1.97914457321167,2,TQC/DroQ
1451,-0.006283108388082326,0.10681415349245071,0.01889956369996071,-1.2405725203118784e-25,-2.5,2,TQC/DroQ
1452,-0.006283108388082326,0.10681415349245071,0.014174672774970531,-9.304293902339088e-26,-2.5,2,TQC/DroQ
1453,-0.006283108388082326,0.10681415349245071,0.010631004348397255,-6.978220426754316e-26,-1.2167205810546875,2,TQC/DroQ
1454,-0.006283108388082326,0.10681415349245071,0.007973253726959229,-5.233665628214528e-26,2.5,2,TQC/DroQ
1455,-0.006283108388082326,0.10681415349245071,0.005979940295219421,-3.925249221160896e-26,2.5,2,TQC/DroQ
1456,-0.006283108388082326,0.10681415349245071,0.004484955221414566,-2.9439370699450677e-26,2.5,2,TQC/DroQ
1457,-0.006283108388082326,0.10681415349245071,0.0033637164160609245,-2.2079528024588008e-26,-1.5290741920471191,2,TQC/DroQ
1458,-0.006283108388082326,0.10681415349245071,0.0025227873120456934,-1.6559646403626995e-26,-2.5,2,TQC/DroQ
1459,-0.006283108388082326,0.10681415349245071,0.001892090542241931,-1.2419735187906235e-26,-2.5,2,TQC/DroQ
1460,-0.006283108388082326,0.10681415349245071,0.0014190678484737873,-9.314801776115665e-27,-2.5,2,TQC/DroQ
1461,-0.006283108388082326,0.10681415349245071,0.0010643008863553405,-6.986101332086749e-27,1.1795973777770996,2,TQC/DroQ
1462,-0.006283108388082326,0.10681415349245071,0.0007982256356626749,-5.2395759990650615e-27,2.5,2,TQC/DroQ
1463,-0.006283108388082326,0.10681415349245071,0.0005986692267470062,-3.9296820955952934e-27,2.5,2,TQC/DroQ
1464,-0.006283108388082326,0.10681415349245071,0.0004490019055083394,-2.94726157169647e-27,-1.562875747680664,2,TQC/DroQ
1465,-0.006283108388082326,0.10681415349245071,0.00033675142913125455,-2.210446226920601e-27,-2.5,2,TQC/DroQ
1466,-0.006283108388082326,0.10681415349245071,0.0002525635645724833,-1.6578347183386995e-27,-2.5,2,TQC/DroQ
1467,-0.006283108388082326,0.10681415349245071,0.00018942267342936248,-1.2433760387540246e-27,-2.5,2,TQC/DroQ
1468,-0.006283108388082326,0.10681415349245071,0.00014206700143404305,-9.325320049913941e-28,1.1667799949645996,2,TQC/DroQ
1469,-0.006283108388082326,0.10681415349245071,0.00010655025107553229,-6.993990037435456e-28,2.5,2,TQC/DroQ
1470,-0.006283108388082326,0.10681415349245071,7.991268648765981e-05,-5.245492648447214e-28,2.5,2,TQC/DroQ
1471,-0.006283108388082326,0.10681415349245071,5.993451486574486e-05,-3.93411948633541e-28,-1.561048984527588,2,TQC/DroQ
1472,-0.006283108388082326,0.10681415349245071,4.495088796829805e-05,-2.9505896749368684e-28,-2.5,2,TQC/DroQ
1473,-0.006283108388082326,0.10681415349245071,3.371316415723413e-05,-2.2129421358320298e-28,-2.5,2,TQC/DroQ
1474,-0.006283108388082326,0.10681415349245071,2.52848731179256e-05,-1.6597066018740223e-28,-2.5,2,TQC/DroQ
1475,-0.006283108388082326,0.10681415349245071,1.89636557479389e-05,-1.2447799213128614e-28,1.1650691032409668,2,TQC/DroQ
1476,-0.006283108388082326,0.10681415349245071,1.4222741810954176e-05,-9.335849108919906e-29,2.5,2,TQC/DroQ
1477,-0.006283108388082326,0.10681415349245071,1.0667055903468281e-05,-7.00188683168993e-29,2.5,2,TQC/DroQ
1478,-0.006283108388082326,0.10681415349245071,8.00029192760121e-06,-5.251415123767447e-29,-1.5608057975769043,2,TQC/DroQ
1479,-0.006283108388082326,0.10681415349245071,6.000218945700908e-06,-3.9385613428255855e-29,-2.5,2,TQC/DroQ
1480,-0.006283108388082326,0.10681415349245071,4.500164322962519e-06,-2.9539209318875507e-29,-2.5,2,TQC/DroQ
1481,-0.006283108388082326,0.10681415349245071,3.375123242221889e-06,-2.215440698915663e-29,-2.5,3,TQC/DroQ
1482,-0.006283108388082326,0.10681415349245071,2.5313424885098357e-06,-1.6615805618025665e-29,1.164841651916504,3,TQC/DroQ
1483,-0.006283108388082326,0.10681415349245071,1.8985068663823768e-06,-1.2461854589677441e-29,2.5,3,TQC/DroQ
1484,-0.006283108388082326,0.10681415349245071,1.4238801213650731e-06,-9.346390566099888e-30,2.5,3,TQC/DroQ
1485,-0.009424511586324513,0.10681415349245071,-0.07853875309228897,-7.009792924574916e-30,-1.668302297592163,3,TQC/DroQ
1486,-0.009424511586324513,0.10681415349245071,-0.05890406668186188,-5.2573448815102834e-30,-2.5,3,TQC/DroQ
1487,-0.009424511586324513,0.10681415349245071,-0.04417805001139641,-3.9430086611327125e-30,-2.5,3,TQC/DroQ
1488,-0.009424511586324513,0.10681415349245071,-0.03313353657722473,-2.9572564018099863e-30,-2.5,3,TQC/DroQ
1489,-0.009424511586324513,0.10681415349245071,-0.02485015243291855,-2.2179423013574898e-30,-1.893280267715454,3,TQC/DroQ
1490,-0.009424511586324513,0.10681415349245071,-0.01863761432468891,-1.6634567260181173e-30,1.5174098014831543,3,TQC/DroQ
1491,-0.009424511586324513,0.10681415349245071,-0.013978211209177971,-1.247592591533362e-30,2.5,3,TQC/DroQ
1492,-0.009424511586324513,0.10681415349245071,-0.01048365794122219,-9.356944436500215e-31,2.5,3,TQC/DroQ
1493,-0.009424511586324513,0.10681415349245071,-0.007862742990255356,-7.017708327375161e-31,-1.694070816040039,3,TQC/DroQ
1494,-0.009424511586324513,0.10681415349245071,-0.005897057242691517,-5.263281127981936e-31,-2.5,3,TQC/DroQ
1495,-0.009424511586324513,0.10681415349245071,-0.004422793164849281,-3.947460963535887e-31,-2.5,3,TQC/DroQ
1496,-0.009424511586324513,0.10681415349245071,-0.003317094873636961,-2.9605958402013504e-31,-2.5,3,TQC/DroQ
1497,-0.009424511586324513,0.10681415349245071,-0.002487821038812399,-2.2204467626015777e-31,-1.1798312664031982,3,TQC/DroQ
1498,-0.009424511586324513,0.10681415349245071,-0.0018658657791092992,-1.6653350719511833e-31,2.5,3,TQC/DroQ
1499,-0.009424511586324513,0.10681415349245071,-0.0013993993634358048,-1.2490013039633874e-31,2.5,3,TQC/DroQ
1500,-0.009424511586324513,0.10681415349245071,-0.001049549551680684,-9.367509779725406e-32,2.5,3,TQC/DroQ
1501,-0.009424511586324513,0.10681415349245071,-0.0007871621637605131,-7.025632334794054e-32,-1.6500239372253418,3,TQC/DroQ
1502,-0.009424511586324513,0.10681415349245071,-0.0005903716082684696,-5.269223957221953e-32,-2.5,3,TQC/DroQ
1503,-0.009424511586324513,0.10681415349245071,-0.00044277869164943695,-3.951917967916465e-32,-2.5,3,TQC/DroQ
1504,-0.009424511586324513,0.10681415349245071,-0.0003320840187370777,-2.9639384759373486e-32,-2.5,3,TQC/DroQ
1505,-0.009424511586324513,0.10681415349245071,-0.0002490630140528083,-2.2229538569530115e-32,-1.1212410926818848,3,TQC/DroQ
1506,-0.009424511586324513,0.10681415349245071,-0.00018679726053960621,-1.6672153927147586e-32,2.5,3,TQC/DroQ
1507,-0.009424511586324513,0.10681415349245071,-0.00014009795268066227,-1.250411544536069e-32,2.5,3,TQC/DroQ
1508,-0.012566391621724904,0.10681415349245071,-0.07864489406347275,-9.378086584020517e-33,2.5,3,TQC/DroQ
1509,-0.012566391621724904,0.10681415349245071,-0.05898366868495941,-7.033564570673403e-33,-1.76552414894104,3,TQC/DroQ
1510,-0.012566391621724904,0.10681415349245071,-0.04423775151371956,-5.2751734280050524e-33,-2.5,3,TQC/DroQ
1511,-0.012566391621724904,0.10681415349245071,-0.033178314566612244,-3.956380071003789e-33,-2.5,3,TQC/DroQ
1512,-0.012566391621724904,0.10681415349245071,-0.024883735924959183,-2.9672849614173458e-33,-2.5,3,TQC/DroQ
1513,-0.012566391621724904,0.10681415349245071,-0.01866280287504196,-2.2254637210630094e-33,-2.5,3,TQC/DroQ
1514,-0.012566391621724904,0.10681415349245071,-0.013997102156281471,-1.669097836715005e-33,-2.5,3,TQC/DroQ
1515,-0.012566391621724904,0.10681415349245071,-0.01049782708287239,-1.2518234234540019e-33,-2.5,3,TQC/DroQ
1516,-0.012566391621724904,0.10681415349245071,-0.007873370312154293,-9.388675216727533e-34,-2.5,3,TQC/DroQ
1517,-0.012566391621724904,0.10681415349245071,-0.005905027501285076,-7.04150641254565e-34,-2.5,3,TQC/DroQ
1518,-0.012566391621724904,0.10681415349245071,-0.0044287703931331635,-5.281129694614867e-34,-2.5,3,TQC/DroQ
1519,-0.012566391621724904,0.10681415349245071,-0.0033215777948498726,-3.960847500549891e-34,-2.5,3,TQC/DroQ
1520,-0.012566391621724904,0.10681415349245071,-0.0024911833461374044,-2.970635625412418e-34,-2.5,3,TQC/DroQ
1521,-0.01570779481996709,0.10681415349245071,-0.08040820807218552,-2.2279766616621286e-34,-2.5,3,TQC/DroQ
1522,-0.01570779481996709,0.10681415349245071,-0.06030615419149399,-1.6709824388494113e-34,-2.5,3,TQC/DroQ
1523,-0.01570779481996709,0.10681415349245071,-0.04522961378097534,-1.2532367717398734e-34,-2.5,3,TQC/DroQ
1524,-0.01570779481996709,0.10681415349245071,-0.033922210335731506,-9.39927578804905e-35,-2.5,3,TQC/DroQ
1525,-0.01570779481996709,0.10681415349245071,-0.02544165775179863,-7.049456841036788e-35,-2.5,3,TQC/DroQ
1526,-0.01570779481996709,0.10681415349245071,-0.019081242382526398,-5.287092343791665e-35,-2.5,3,TQC/DroQ
1527,-0.01570779481996709,0.10681415349245071,-0.014310931786894798,-3.965319257843749e-35,-2.5,3,TQC/DroQ
1528,-0.01570779481996709,0.10681415349245071,-0.010733198374509811,-2.973989515129293e-35,-2.5,3,TQC/DroQ
1529,-0.01570779481996709,0.10681415349245071,-0.008049898780882359,-2.2304922080934512e-35,-2.5,3,TQC/DroQ
1530,-0.01884919801820928,0.10681415349245071,-0.08457724004983902,-1.672869084323607e-35,-2.5,3,TQC/DroQ
1531,-0.01884919801820928,0.10681415349245071,-0.06343293190002441,-1.2546518132427053e-35,-2.5,3,TQC/DroQ
1532,-0.01884919801820928,0.10681415349245071,-0.04757469892501831,-9.409888240587883e-36,-2.5,3,TQC/DroQ
1533,-0.01884919801820928,0.10681415349245071,-0.03568102419376373,-7.057415821708505e-36,-2.5,3,TQC/DroQ
1534,-0.01884919801820928,0.10681415349245071,-0.0267607681453228,-5.293061866281379e-36,-2.5,3,TQC/DroQ
1535,-0.01884919801820928,0.10681415349245071,-0.020070575177669525,-3.9697963100279325e-36,-2.5,3,TQC/DroQ
1536,-0.02199107805360967,0.10681415349245071,-0.09359274804592133,-2.977347322204051e-36,-2.5,3,TQC/DroQ
1537,-0.02199107805360967,0.10681415349245071,-0.0701945573091507,-2.23301058133614e-36,-2.5,3,TQC/DroQ
1538,-0.02199107805360967,0.10681415349245071,-0.05264591798186302,-1.6747580256852067e-36,-2.5,3,TQC/DroQ
1539,-0.02199107805360967,0.10681415349245071,-0.03948443755507469,-1.256068519263905e-36,-2.5,3,TQC/DroQ
1540,-0.02199107805360967,0.10681415349245071,-0.029613327234983444,-9.420513894479288e-37,-2.5,3,TQC/DroQ
1541,-0.025132481251851857,0.10681415349245071,-0.10074981302022934,-7.065385420859466e-37,-2.5,3,TQC/DroQ
1542,-0.025132481251851857,0.10681415349245071,-0.07556235790252686,-5.2990390656445994e-37,-2.5,3,TQC/DroQ
1543,-0.025132481251851857,0.10681415349245071,-0.05667176842689514,-3.9742792992334496e-37,-2.5,3,TQC/DroQ
1544,-0.025132481251851857,0.10681415349245071,-0.042503826320171356,-2.98070936232121e-37,-2.5,3,TQC/DroQ
1545,-0.028274361287252248,0.10681415349245071,-0.1104176864027977,-2.2355320217409075e-37,-2.5,3,TQC/DroQ
1546,-0.028274361287252248,0.10681415349245071,-0.08281326293945312,-1.6766490163056806e-37,-2.5,3,TQC/DroQ
1547,-0.028274361287252248,0.10681415349245071,-0.062109947204589844,-1.2574867902552298e-37,-2.5,3,TQC/DroQ
1548,-0.031415764485494435,0.10681415349245071,-0.1251222789287567,-9.431151207173916e-38,-2.5,3,TQC/DroQ
1549,-0.031415764485494435,0.10681415349245071,-0.09384170919656754,-7.073363405380437e-38,-2.5,3,TQC/DroQ
1550,-0.031415764485494435,0.10681415349245071,-0.0703812837600708,-5.305022273775635e-38,-2.5,3,TQC/DroQ
1551,-0.03455716768373662,0.10681415349245071,-0.13132578134536743,-3.978766705331726e-38,-2.5,3,TQC/DroQ
1552,-0.03455716768373662,0.10681415349245071,-0.09849433600902557,-2.984075169128641e-38,-2.5,3,TQC/DroQ
1553,-0.03769904771913701,0.10681415349245071,-0.1524105668067932,-2.2380563768464808e-38,-2.5,3,TQC/DroQ
1554,-0.03769904771913701,0.10681415349245071,-0.11430792510509491,-1.6785422826348606e-38,-2.5,3,TQC/DroQ
1555,-0.0408404509173792,0.10681415349245071,-0.16427075862884521,-1.2589066419112222e-38,-2.5,3,TQC/DroQ
1556,-0.0408404509173792,0.10681415349245071,-0.12320306897163391,-9.441800514983399e-39,-2.5,3,TQC/DroQ
1557,-0.04398233095277959,0.10681415349245071,-0.17094212770462036,-7.081349685588317e-39,-2.5,3,TQC/DroQ
1558,-0.04398233095277959,0.10681415349245071,-0.12820659577846527,-5.311012264191238e-39,-2.5,3,TQC/DroQ
1559,-0.04712373415102178,0.10681415349245071,-0.17469476163387299,-3.9832595484680444e-39,-2.5,3,TQC/DroQ
1560,-0.050265137349263966,0.10681415349245071,-0.20956088602542877,-2.9874450116756494e-39,-2.536793728048708,3,TQC/DroQ_Blend
1561,-0.050265137349263966,0.10681415349245071,-0.15717066824436188,-2.240583758756737e-39,-2.5267719656186673,3,TQC/DroQ_Blend
1562,-0.05340701738466436,0.10681415349245071,-0.19641782343387604,-1.6804371184183206e-39,-2.6324370098413197,3,TQC/DroQ_Blend
1563,-0.056548420582906544,0.10681415349245071,-0.22585318982601166,-1.2603278388137405e-39,-2.799381766424406,3,TQC/DroQ_Blend
1564,-0.056548420582906544,0.10681415349245071,-0.16938988864421844,-9.452458791103054e-40,-2.7502014452585457,3,TQC/DroQ_Blend
1565,-0.059690300618306935,0.10681415349245071,-0.20558223128318787,-7.0893370868349685e-40,-2.9516400272894576,3,TQC/DroQ_Blend
1566,-0.059690300618306935,0.10681415349245071,-0.1541866660118103,-5.317002815126226e-40,-2.8941653984343656,3,TQC/DroQ_Blend
1567,-0.059690300618306935,0.10681415349245071,-0.11563999950885773,-3.9877591178369914e-40,-2.8274238012694637,3,TQC/DroQ_Blend
1568,-0.059690300618306935,0.10681415349245071,-0.0867300033569336,-2.9908193383777436e-40,-2.774688954128341,3,TQC/DroQ_Blend
1569,-0.059690300618306935,0.10681415349245071,-0.0650475025177002,-2.2431145037833077e-40,-2.7348342382703916,3,TQC/DroQ_Blend
1570,-0.059690300618306935,0.10681415349245071,-0.048785626888275146,-1.6823428843298024e-40,-2.7049087962178278,3,TQC/DroQ_Blend
1571,-0.059690300618306935,0.10681415349245071,-0.03658922016620636,-1.2617571632473518e-40,-2.682460815498567,3,TQC/DroQ_Blend
1572,-0.059690300618306935,0.10681415349245071,-0.02744191512465477,-9.463248789278355e-41,-2.6656243880601798,3,TQC/DroQ_Blend
1573,-0.059690300618306935,0.10681415349245071,-0.020581435412168503,-7.097436591958766e-41,-2.6529970159452665,3,TQC/DroQ_Blend
1574,-0.059690300618306935,0.10681415349245071,-0.015436076559126377,-5.323112476430683e-41,-2.6435264824735896,3,TQC/DroQ_Blend
1575,-0.059690300618306935,0.10681415349245071,-0.011577057652175426,-3.992299324861404e-41,-2.636423582236609,3,TQC/DroQ_Blend
1576,-0.059690300618306935,0.10681415349245071,-0.008682793006300926,-2.994294558569269e-41,-2.6310964063161943,3,TQC/DroQ_Blend
1577,-0.059690300618306935,0.10681415349245071,-0.006512094754725695,-2.2457209189269518e-41,-2.627101024655505,3,TQC/DroQ_Blend
1578,-0.056548420582906544,0.10681415349245071,0.07365574687719345,-1.68436075411843e-41,-2.4668546181579707,3,TQC/DroQ_Blend
1579,-0.056548420582906544,0.10681415349245071,0.05524180829524994,-1.2632705655888226e-41,-2.4743842097076807,3,TQC/DroQ_Blend
1580,-0.05340701738466436,0.10681415349245071,0.11997117102146149,-9.474178917300088e-42,-2.422643611633613,3,TQC/DroQ_Blend
1581,-0.050265137349263966,0.10681415349245071,0.16851820051670074,-7.105984512591147e-42,-2.459457870799793,3,TQC/DroQ_Blend
1582,-0.04712373415102178,0.10681415349245071,0.2049284726381302,-5.3291380598272793e-42,-2.5,3,TQC/DroQ
1583,-0.0408404509173792,0.10681415349245071,0.3107759952545166,-3.996503220254378e-42,-2.5,3,TQC/DroQ
1584,-0.03769904771913701,0.10681415349245071,0.3116218149662018,-2.997377415190784e-42,-2.5,3,TQC/DroQ
1585,-0.031415764485494435,0.10681415349245071,0.3907960057258606,-2.2476827367770066e-42,-2.5,3,TQC/DroQ
1586,-0.025132481251851857,0.10681415349245071,0.4501766562461853,-1.685762052582755e-42,-2.5,3,TQC/DroQ
1587,-0.01884919801820928,0.10681415349245071,0.49471211433410645,-1.263971214820985e-42,-2.085176944732666,3,TQC/DroQ
1588,-0.01570779481996709,0.10681415349245071,0.44957390427589417,-9.472777618835763e-43,2.5,3,TQC/DroQ
1589,-0.009424511586324513,0.10681415349245071,0.4942600727081299,-7.1045832141268225e-43,2.5,3,TQC/DroQ
1590,-0.006283108388082326,0.10681415349245071,0.44923487305641174,-5.324934164434305e-43,2.5,3,TQC/DroQ
1591,1.7484556025237907e-07,0.10681415349245071,0.49400579929351807,-3.993700623325729e-43,0.0,3,TQC/DroQ
1592,0.0062834580792028305,0.10681415349245071,0.5275839567184448,-2.9987787136551085e-43,-2.5,3,TQC/DroQ
1593,0.009424861277445018,0.10681415349245071,0.47422778606414795,-2.2420775429197073e-43,-2.5,3,TQC/DroQ
1594,0.012566741312845409,0.10681415349245071,0.4342106580734253,-1.6815581571897805e-43,2.5,3,TQC/DroQ
1595,0.018849547709329784,0.10681415349245071,0.48273763060569763,-1.2611686178923354e-43,2.5,3,TQC/DroQ
1596,0.021991427744730174,0.10681415349245071,0.44059303402900696,-9.528829557408756e-44,2.5,3,TQC/DroQ
1597,0.02827423414121455,0.10681415349245071,0.4875244200229645,-7.146622168056567e-44,2.5,3,TQC/DroQ
1598,0.03141611417661494,0.10681415349245071,0.4441831409931183,-5.324934164434305e-44,2.5,3,TQC/DroQ
1599,0.03455751737485713,0.10681415349245071,0.41167718172073364,-3.923635700109488e-44,2.5,3,TQC/DroQ
1600,0.03769939741025752,0.10681415349245071,0.38729771971702576,-2.942726775082116e-44,2.5,3,TQC/DroQ
1601,0.040840800608499706,0.10681415349245071,0.36901310086250305,-2.2420775429197073e-44,2.5,3,TQC/DroQ
1602,0.040840800608499706,0.103672556579113,0.2767598330974579,-0.07853981852531433,2.5,3,TQC/DroQ
1603,0.040840800608499706,0.103672556579113,0.20756986737251282,-0.05890486389398575,2.5,3,TQC/DroQ
1604,0.040840800608499706,0.103672556579113,0.1556774079799652,-0.04417864978313446,2.5,3,TQC/DroQ
1605,0.040840800608499706,0.103672556579113,0.11675805598497391,-0.033133987337350845,2.5,3,TQC/DroQ
