step,pend_rad,arm_rad,pend_vel,arm_vel,voltage,late,controller
2255,-0.0345575213432312,1.2911945581436157,0.027865514159202576,2.630199432373047,-2.5,4,TQC/DroQ
2256,-0.025132741779088974,1.2974778413772583,0.25651857256889343,2.1297292709350586,-2.5,4,TQC/DroQ
2257,-0.012566370889544487,1.3037610054016113,0.5065481662750244,1.7543766498565674,2.387521266937256,4,TQC/DroQ
2258,0.0031415927223861217,1.3100441694259644,0.7726102471351624,1.4728622436523438,2.5,4,TQC/DroQ
2259,0.015707964077591896,1.3100441694259644,0.8936169743537903,1.1046466827392578,2.5,4,TQC/DroQ
2260,0.03141592815518379,1.3100441694259644,1.062911868095398,0.8284850120544434,2.5,4,TQC/DroQ
2261,0.04398229718208313,1.306902527809143,1.1113431453704834,0.5428239107131958,2.5,4,TQC/DroQ
2262,0.06283185631036758,1.3037610054016113,1.3047462701797485,0.3285781145095825,6.5522000005835555,4,TQC/DroQ_Blend
2263,0.08168140798807144,1.3100441694259644,1.449798583984375,0.40351322293281555,10.532027897020699,4,Proportional_Catch
2264,0.1005309671163559,1.3446016311645508,1.5585877895355225,1.16657292842865,12.0,4,Proportional_Catch
2265,0.1005309671163559,1.3603096008300781,1.168940782546997,1.267628788948059,12.0,4,Proportional_Catch
2266,0.09738937765359879,1.4042919874191284,0.7981657981872559,2.050279140472412,11.661760222724638,4,Proportional_Catch
2267,0.07853981852531433,1.4576990604400635,0.1273854672908783,2.8728861808776855,9.72695665859661,4,Proportional_Catch
2268,0.05026548355817795,1.539380431175232,-0.6113193035125732,4.196700096130371,2.826341010743353,4,TQC/DroQ_Blend
2269,0.0062831854447722435,1.5896458625793457,-1.558046817779541,4.404162406921387,-1.1111760139465332,4,TQC/DroQ
2270,-0.025132741779088974,1.680752158164978,-1.9539333581924438,5.580776691436768,-2.5,4,TQC/DroQ
2271,-0.06283185631036758,1.7592918872833252,-2.4079277515411377,6.149078369140625,-2.9952031381970707,4,TQC/DroQ_Blend
2272,-0.08796459436416626,1.837831735610962,-2.4342644214630127,6.57530403137207,-3.7425128284881404,4,Proportional_Catch
2273,-0.12252211570739746,1.903805136680603,-2.689636468887329,6.580814361572266,-5.6244133310681885,4,Proportional_Catch
2274,-0.14765486121177673,1.9697786569595337,-2.6455459594726562,6.584947109222412,-6.571456880454016,4,Proportional_Catch
2275,-0.1696460098028183,2.0074777603149414,-2.53393816947937,5.881187915802002,-7.621510320925915,4,Proportional_Catch
2276,-0.18535396456718445,2.038893699645996,-2.2931528091430664,5.1962890625,-8.109085599632023,4,Proportional_Catch
2277,-0.19792033731937408,2.0577433109283447,-2.0340237617492676,4.36845588684082,-8.454614868508777,4,Proportional_Catch
2278,-0.19792033731937408,2.0671679973602295,-1.5255178213119507,3.5119614601135254,-7.676284851542492,4,Proportional_Catch
2279,-0.19477875530719757,2.064026355743408,-1.065598487854004,2.555431365966797,-6.8004057561562306,4,Proportional_Catch
2280,-0.18535396456718445,2.0546016693115234,-0.5635794401168823,1.680954098701477,-5.530171689953396,4,Proportional_Catch
2281,-0.172787606716156,2.0326104164123535,-0.10852530598640442,0.7109369039535522,-4.3138580320582784,4,Proportional_Catch
2282,-0.15079644322395325,2.016902446746826,0.468384712934494,0.14050352573394775,-2.130747708707345,4,Proportional_Catch
2283,-0.1350884884595871,1.991769790649414,0.7439876794815063,-0.5229408740997314,0.0,4,Proportional_Catch
2284,-0.10995574295520782,1.9760618209838867,1.1863093376159668,-0.7849047780036926,2.400942914848997,4,Proportional_Catch
2285,-0.08482300490140915,1.9540706872940063,1.5180505514144897,-1.1384572982788086,4.364323127092479,4,Proportional_Catch
2286,-0.0691150426864624,1.9289379119873047,1.531237006187439,-1.482161521911621,4.794153232166418,4,TQC/DroQ_Blend
2287,-0.05340707674622536,1.9226547479629517,1.5411268472671509,-1.2687008380889893,1.2737644126885366,4,TQC/DroQ_Blend
2288,-0.04398229718208313,1.891238808631897,1.3914645910263062,-1.7369239330291748,-1.6801519393920898,4,TQC/DroQ
2289,-0.03769911080598831,1.837831735610962,1.2006781101226807,-2.6378698348999023,-2.5,4,TQC/DroQ
2290,-0.021991148591041565,1.8189822435379028,1.2932076454162598,-2.449641227722168,-2.5,4,TQC/DroQ
2291,-0.009424777701497078,1.7875663042068481,1.2840650081634521,-2.622629165649414,2.5,4,TQC/DroQ
2292,0.009424777701497078,1.7624335289001465,1.434287667274475,-2.595290422439575,2.5,4,TQC/DroQ
2293,0.03141592815518379,1.7530087232589722,1.6254944801330566,-2.1820874214172363,2.5,4,TQC/DroQ
2294,0.04398229718208313,1.7215927839279175,1.5332801342010498,-2.421963691711426,2.5,4,TQC/DroQ
2295,0.056548669934272766,1.693318486213684,1.4641193151474,-2.5233311653137207,4.1491857125363,4,TQC/DroQ_Blend
2296,0.0691150426864624,1.687035322189331,1.4122487306594849,-2.0495779514312744,7.770206068576458,4,TQC/DroQ_Blend
2297,0.08482300490140915,1.6838936805725098,1.45188570022583,-1.6157233715057373,9.679595734888137,4,Proportional_Catch
2298,0.09110619127750397,1.6838936805725098,1.2459938526153564,-1.2117924690246582,9.989321532692735,4,Proportional_Catch
2299,0.08796459436416626,1.6901768445968628,0.8559556007385254,-0.751764714717865,9.164529827846307,4,Proportional_Catch
2300,0.07853981852531433,1.7058848142623901,0.40634727478027344,-0.1711243987083435,7.832862269653786,4,Proportional_Catch
2301,0.06283185631036758,1.7278759479522705,-0.08793866634368896,0.4214354157447815,4.890282818417962,4,TQC/DroQ_Blend
2302,0.04398229718208313,1.7561503648757935,-0.5371928811073303,1.022934913635254,1.862513542175293,4,TQC/DroQ
2303,0.018849555402994156,1.7749998569488525,-1.0312132835388184,1.2384400367736816,-1.5751938819885254,4,TQC/DroQ
2304,0.0,1.8032742738723755,-1.244648814201355,1.6356884241104126,-2.5,4,TQC/DroQ
2305,-0.015707964077591896,1.8346900939941406,-1.326185703277588,2.01216459274292,-2.5,5,TQC/DroQ
2306,-0.028274334967136383,1.8535397052764893,-1.3087985515594482,1.9803622961044312,-2.5,5,TQC/DroQ
2307,-0.0345575213432312,1.8755308389663696,-1.1386785507202148,2.035050392150879,-2.5,5,TQC/DroQ
2308,-0.03769911080598831,1.8880971670150757,-0.9325487613677979,1.8404470682144165,-2.5,5,TQC/DroQ
2309,-0.04084070399403572,1.89752197265625,-0.7779513597488403,1.6159547567367554,-2.5,5,TQC/DroQ
2310,-0.04398229718208313,1.9006636142730713,-0.6620033979415894,1.2905058860778809,-2.5,5,TQC/DroQ
2311,-0.04084070399403572,1.9006636142730713,-0.4179627299308777,0.9678794145584106,-2.5,5,TQC/DroQ
2312,-0.0345575213432312,1.8943804502487183,-0.1563923954963684,0.5688299536705017,-2.5,5,TQC/DroQ
2313,-0.028274334967136383,1.884955644607544,0.039785340428352356,0.1910030096769333,-2.5,5,TQC/DroQ
2314,-0.018849555402994156,1.872389316558838,0.26545843482017517,-0.17090702056884766,-2.5,5,TQC/DroQ
2315,-0.009424777701497078,1.8566813468933105,0.4347132444381714,-0.5208793878555298,1.7364625930786133,5,TQC/DroQ
2316,0.0062831854447722435,1.844114899635315,0.7187340259552002,-0.704818844795227,2.5,5,TQC/DroQ
2317,0.015707964077591896,1.8252654075622559,0.7746699452400208,-0.9998530149459839,2.5,5,TQC/DroQ
2318,0.028274334967136383,1.8095574378967285,0.8951617479324341,-1.1425888538360596,2.5,5,TQC/DroQ
2319,0.03769911080598831,1.7938494682312012,0.9069907665252686,-1.249640703201294,2.5,5,TQC/DroQ
2320,0.04712389037013054,1.7812830209732056,0.915862500667572,-1.251389741897583,2.5,5,TQC/DroQ
2321,0.056548669934272766,1.7687166929244995,0.9225162863731384,-1.2527015209197998,3.957123625933856,5,TQC/DroQ_Blend
2322,0.0659734457731247,1.7592918872833252,0.9275066256523132,-1.1751456260681152,6.28953775714612,5,TQC/DroQ_Blend
2323,0.07225663214921951,1.7592918872833252,0.8527095913887024,-0.8813592195510864,7.849940849061746,5,Proportional_Catch
2324,0.07539822161197662,1.7592918872833252,0.7180720567703247,-0.6610194444656372,8.056718899535007,5,Proportional_Catch
2325,0.07539822161197662,1.7718583345413208,0.5385540723800659,-0.18160530924797058,7.961793930294327,5,Proportional_Catch
2326,0.0691150426864624,1.7844246625900269,0.24683591723442078,0.17795529961585999,7.0221503711468385,5,TQC/DroQ_Blend
2327,0.056548669934272766,1.8064157962799072,-0.12903234362602234,0.6832451820373535,3.745600930537326,5,TQC/DroQ_Blend
2328,0.04084070399403572,1.8252654075622559,-0.4894733726978302,0.9836727380752563,1.1051020622253418,5,TQC/DroQ
2329,0.025132741779088974,1.850398063659668,-0.7598041296005249,1.3660731315612793,-2.0263142585754395,5,TQC/DroQ
2330,0.012566370889544487,1.8598228693008423,-0.8840123414993286,1.26017427444458,-2.5,5,TQC/DroQ
2331,0.0062831854447722435,1.884955644607544,-0.8200889229774475,1.5734492540359497,-2.5,5,TQC/DroQ
2332,0.0,1.8943804502487183,-0.7721463441848755,1.4157063961029053,-2.5,5,TQC/DroQ
2333,0.0,1.903805136680603,-0.579109787940979,1.2973991632461548,-2.5,5,TQC/DroQ
2334,0.0031415927223861217,1.9069467782974243,-0.3557925224304199,1.0515892505645752,-2.1795735359191895,5,TQC/DroQ
2335,0.009424777701497078,1.9069467782974243,-0.10976475477218628,0.7886919379234314,2.0024962425231934,5,TQC/DroQ
2336,0.018849555402994156,1.903805136680603,0.1532958745956421,0.5129791498184204,2.5,5,TQC/DroQ
2337,0.025132741779088974,1.9006636142730713,0.27205154299736023,0.306194543838501,2.5,5,TQC/DroQ
2338,0.0345575213432312,1.891238808631897,0.43965810537338257,-0.005973532795906067,2.5,5,TQC/DroQ
2339,0.04084070399403572,1.884955644607544,0.4868232011795044,-0.1615597903728485,2.5,5,TQC/DroQ
2340,0.05026548355817795,1.878672480583191,0.6007368564605713,-0.27824947237968445,2.748489043212126,5,TQC/DroQ_Blend
2341,0.059690263122320175,1.872389316558838,0.6861720681190491,-0.3657667338848114,4.691436618929516,5,TQC/DroQ_Blend
2342,0.0691150426864624,1.8692476749420166,0.7502484917640686,-0.3528648614883423,7.476045749705672,5,TQC/DroQ_Blend
2343,0.07853981852531433,1.878672480583191,0.7983058094978333,-0.029029205441474915,8.955999228238495,5,Proportional_Catch
2344,0.08168140798807144,1.884955644607544,0.6772692203521729,0.13530772924423218,9.1478896963895,5,Proportional_Catch
2345,0.08168140798807144,1.89752197265625,0.5079519152641296,0.41564005613327026,8.919191275447742,5,Proportional_Catch
2346,0.07539822161197662,1.9195131063461304,0.22388428449630737,0.8615087270736694,8.209756044929712,5,Proportional_Catch
2347,0.06283185631036758,1.9477875232696533,-0.1462460607290268,1.352989912033081,5.494959451175859,5,TQC/DroQ_Blend
2348,0.04712389037013054,1.9760618209838867,-0.5023836493492126,1.7216007709503174,1.591766357421875,5,TQC/DroQ
2349,0.03141592815518379,2.0074777603149414,-0.7694868445396423,2.076598882675171,-2.028902053833008,5,TQC/DroQ
2350,0.015707964077591896,2.02632737159729,-0.9698142409324646,2.0286879539489746,-2.5,5,TQC/DroQ
2351,0.009424777701497078,2.060884714126587,-0.8844403028488159,2.385453939437866,-2.5,5,TQC/DroQ
2352,0.0031415927223861217,2.0797343254089355,-0.8204098343849182,2.260329246520996,-2.5,5,TQC/DroQ
2353,0.0031415927223861217,2.098583936691284,-0.6153073906898499,2.1664857864379883,-2.5,5,TQC/DroQ
2354,0.0031415927223861217,2.1111502647399902,-0.4614805579185486,1.9390236139297485,-2.5,5,TQC/DroQ
2355,0.0062831854447722435,2.120575189590454,-0.2675705850124359,1.6898871660232544,0.0,5,TQC/DroQ
2356,0.012566370889544487,2.1237165927886963,-0.043598294258117676,1.3459552526474,2.5,5,TQC/DroQ
2357,0.025132741779088974,2.13314151763916,0.28146055340766907,1.2450858354568481,2.5,5,TQC/DroQ
2358,0.03141592815518379,2.1362831592559814,0.36817505955696106,1.0123542547225952,2.5,5,TQC/DroQ
2359,0.03769911080598831,2.1362831592559814,0.43321093916893005,0.759265661239624,2.5,5,TQC/DroQ
2360,0.04712389037013054,2.1362831592559814,0.5605276226997375,0.569449245929718,2.5,5,TQC/DroQ
2361,0.05340707674622536,2.1394245624542236,0.577475368976593,0.5056267976760864,3.513277545081541,5,TQC/DroQ_Blend
2362,0.06283185631036758,2.145707845687866,0.6687259674072266,0.5362997055053711,6.157329729172508,5,TQC/DroQ_Blend
2363,0.07225663214921951,2.155132532119751,0.7371639013290405,0.6378442049026489,9.144995257720671,5,Proportional_Catch
2364,0.07853981852531433,2.180265426635742,0.7099525332450867,1.1067017316818237,10.312289178142914,5,Proportional_Catch
2365,0.07539822161197662,2.202256441116333,0.4539245665073395,1.3798049688339233,9.94691196498947,5,Proportional_Catch
2366,0.06283185631036758,2.2399556636810303,0.02628415822982788,1.9773313999176025,6.651749806019167,5,TQC/DroQ_Blend
2367,0.04398229718208313,2.2870795726776123,-0.4515257477760315,2.6610958576202393,1.6550679206848145,5,TQC/DroQ
2368,0.018849555402994156,2.3247785568237305,-0.9669628739356995,2.9382996559143066,-2.250143527984619,5,TQC/DroQ
2369,0.0,2.375044107437134,-1.1964610815048218,3.460361957550049,-2.5,5,TQC/DroQ
2370,-0.018849555402994156,2.422168016433716,-1.3685846328735352,3.7733688354492188,-2.5,5,TQC/DroQ
2371,-0.03141592815518379,2.4630086421966553,-1.3405977487564087,3.851044178009033,-2.5,5,TQC/DroQ
2372,-0.04398229718208313,2.4975662231445312,-1.3196076154708862,3.7522213459014893,-2.5,5,TQC/DroQ
2373,-0.05026548355817795,2.5321238040924072,-1.1467852592468262,3.6781041622161865,-2.346406322886774,5,TQC/DroQ_Blend
2374,-0.05340707674622536,2.5572564601898193,-0.9386287927627563,3.3868966102600098,-1.9223543435718156,5,TQC/DroQ_Blend
2375,-0.05026548355817795,2.576106071472168,-0.6254317760467529,3.011411428451538,-2.2655984657250463,5,TQC/DroQ_Blend
2376,-0.05026548355817795,2.588672399520874,-0.4690738320350647,2.5727176666259766,-2.261863116375007,5,TQC/DroQ_Blend
2377,-0.04398229718208313,2.598097085952759,-0.19472575187683105,2.1651577949523926,-2.5,5,TQC/DroQ
2378,-0.0345575213432312,2.60123872756958,0.08957512676715851,1.7024081945419312,-2.5,5,TQC/DroQ
2379,-0.025132741779088974,2.60123872756958,0.3028007745742798,1.276806116104126,-2.5,5,TQC/DroQ
2380,-0.009424777701497078,2.5949556827545166,0.6197997331619263,0.8005249500274658,-2.220370292663574,5,TQC/DroQ
2381,0.0062831854447722435,2.5823891162872314,0.8575489521026611,0.28623443841934204,2.3125967979431152,5,TQC/DroQ
2382,0.028274334967136383,2.576106071472168,1.1929404735565186,0.05759619176387787,2.5,5,TQC/DroQ
2383,0.04398229718208313,2.5603981018066406,1.2874045372009277,-0.34950196743011475,2.5,5,TQC/DroQ
2384,0.06283185631036758,2.5446901321411133,1.436792254447937,-0.6548255681991577,7.211148870027735,5,TQC/DroQ_Blend
2385,0.08482300490140915,2.5352654457092285,1.6273728609085083,-0.7267386317253113,11.759186448294054,5,Proportional_Catch
2386,0.10681415349245071,2.5478317737579346,1.7703083753585815,-0.23089468479156494,12.0,5,Proportional_Catch
2387,0.10995574295520782,2.554114818572998,1.4062711000442505,-0.016091376543045044,12.0,5,Proportional_Catch
2388,0.10681415349245071,2.5823891162872314,0.9761635065078735,0.6947898864746094,12.0,5,Proportional_Catch
2389,0.09110619127750397,2.6263716220855713,0.3394235372543335,1.620649814605713,11.105190679656491,5,Proportional_Catch
2390,0.0659734457731247,2.692344903945923,-0.3737508952617645,2.864823579788208,7.881554459376245,5,TQC/DroQ_Blend
2391,0.028274334967136383,2.7551767826080322,-1.2227909564971924,3.719414234161377,1.84783935546875,5,TQC/DroQ
2392,-0.009424777701497078,2.8368582725524902,-1.8595709800720215,4.831596374511719,-1.9307153224945068,5,TQC/DroQ
2393,-0.05026548355817795,2.8965485095977783,-2.415695905685425,5.1159539222717285,-2.489074217552275,5,TQC/DroQ_Blend
2394,-0.07539822161197662,2.9845130443573,-2.4400904178619385,6.036080360412598,-2.4329673939168925,5,Proportional_Catch
2395,-0.10995574295520782,3.044203281402588,-2.6940059661865234,6.019317150115967,-4.1593050119766755,5,Proportional_Catch
2396,-0.1319468915462494,3.103893518447876,-2.5702831745147705,6.006744384765625,-4.758888141475592,5,Proportional_Catch
2397,-0.15393804013729095,3.151017427444458,-2.4774911403656006,5.683155536651611,-5.470971434016439,5,Proportional_Catch
2398,-0.1696460098028183,3.1824333667755127,-2.25081729888916,5.047764778137207,-5.886962017851263,5,Proportional_Catch
2399,-0.17907078564167023,3.210707664489746,-1.9237323999404907,4.492681980133057,-5.686612216163846,5,Proportional_Catch
2400,-0.18849556148052216,3.2232742309570312,-1.678418755531311,3.683670997619629,-5.8217089592309765,5,Proportional_Catch
2401,-0.18849556148052216,3.232698917388916,-1.2588140964508057,2.998372793197632,-5.127314172526667,5,Proportional_Catch
2402,-0.18535396456718445,3.2295572757720947,-0.8655707836151123,2.1702396869659424,-4.36741635718915,5,Proportional_Catch
2403,-0.17592918872833252,3.2264156341552734,-0.4135586619377136,1.5491399765014648,-3.0614693435673583,5,Proportional_Catch
2404,-0.1665044128894806,3.22013258934021,-0.07454954087734222,1.0047752857208252,-1.918796364981642,5,Proportional_Catch
2405,-0.15079644322395325,3.210707664489746,0.3367869555950165,0.5179620385169983,0.0,5,Proportional_Catch
2406,-0.14137166738510132,3.1949996948242188,0.48820966482162476,-0.004227578639984131,1.353344740543067,5,Proportional_Catch
2407,-0.12880529463291168,3.1792917251586914,0.6803165078163147,-0.39586979150772095,2.268496511541359,5,Proportional_Catch
2408,-0.11623892933130264,3.160442352294922,0.8243966698646545,-0.7681412696838379,2.954482942102445,5,Proportional_Catch
2409,-0.10681415349245071,3.1447343826293945,0.8539169430732727,-0.9688050746917725,3.29327784346604,5,Proportional_Catch
2410,-0.09738937765359879,3.129026412963867,0.8760571479797363,-1.1193029880523682,3.5742575259264218,5,Proportional_Catch
2411,-0.08796459436416626,3.116460084915161,0.8926622867584229,-1.1536364555358887,3.923477532296576,5,Proportional_Catch
2412,-0.08168140798807144,3.103893518447876,0.8265763521194458,-1.1793866157531738,3.9514763025032202,5,Proportional_Catch
2413,-0.07853981852531433,3.09132719039917,0.6984721422195435,-1.1986992359161377,3.6336038540198046,5,Proportional_Catch
2414,-0.07853981852531433,3.078760862350464,0.52385413646698,-1.2131836414337158,3.0100362156279226,5,Proportional_Catch
2415,-0.07853981852531433,3.069336175918579,0.392890602350235,-1.1455072164535522,2.5215313434383786,5,Proportional_Catch
2416,-0.08168140798807144,3.0599112510681152,0.2161281406879425,-1.0947498083114624,1.8173596010345663,5,Proportional_Catch
2417,-0.08482300490140915,3.0536282062530518,0.08355629444122314,-0.9781419634819031,1.2564001712774087,5,Proportional_Catch
2418,-0.09110619127750397,3.0410616397857666,-0.0944124162197113,-1.0477657318115234,0.0,5,Proportional_Catch
2419,-0.09424778074026108,3.031636953353882,-0.1493491232395172,-1.0214437246322632,-1.1854675835872066,5,Proportional_Catch
2420,-0.1005309671163559,3.0253539085388184,-0.26909148693084717,-0.9231624007225037,-1.9211333122729746,5,Proportional_Catch
2421,-0.10681415349245071,3.0159289836883545,-0.35889825224876404,-0.9279912114143372,-2.5546864849742397,5,Proportional_Catch
2422,-0.10995574295520782,3.0033626556396484,-0.34771350026130676,-1.0101526975631714,-2.833539434083127,5,Proportional_Catch
2423,-0.11309733986854553,2.9939379692077637,-0.339324951171875,-0.9932339191436768,-2.9592313163394692,5,Proportional_Catch
2424,-0.11623892933130264,2.9813714027404785,-0.3330335319042206,-1.0590846538543701,-3.128263319012773,5,Proportional_Catch
2425,-0.11938052624464035,2.965663433074951,-0.32831496000289917,-1.1870126724243164,-3.3653813414965796,5,Proportional_Catch
2426,-0.12252211570739746,2.949955463409424,-0.3247760534286499,-1.2829586267471313,-3.5950797981182996,5,Proportional_Catch
2427,-0.12252211570739746,2.9311060905456543,-0.24358204007148743,-1.433457851409912,-3.5429585572169477,5,Proportional_Catch
2428,-0.12252211570739746,2.9122564792633057,-0.18268653750419617,-1.5463322401046753,-3.45991063488121,5,Proportional_Catch
2429,-0.12252211570739746,2.8871238231658936,-0.13701489567756653,-1.7880676984786987,-3.5275779418254767,5,Proportional_Catch
2430,-0.12252211570739746,2.8619909286499023,-0.1027611717581749,-1.9693692922592163,-3.613852407280426,5,Proportional_Catch
2431,-0.12252211570739746,2.833716630935669,-0.07707087695598602,-2.183885335922241,-3.7605345277538964,5,Proportional_Catch
2432,-0.12252211570739746,2.8054423332214355,-0.05780315771698952,-2.3447723388671875,-3.8964233690658387,5,Proportional_Catch
2433,-0.11938052624464035,2.7708847522735596,0.03518744930624962,-2.6225173473358154,-3.8156515373736815,5,Proportional_Catch
2434,-0.11623892933130264,2.7363271713256836,0.10493040084838867,-2.8308260440826416,-3.701380535556933,5,Proportional_Catch
2435,-0.11309733986854553,2.6986281871795654,0.15723761916160583,-3.0655972957611084,-3.6574463877693386,5,Proportional_Catch
2436,-0.10995574295520782,2.660928964614868,0.1964680254459381,-3.241675615310669,-3.6209159017907413,5,Proportional_Catch
2437,-0.10681415349245071,2.6169466972351074,0.2258908450603485,-3.5308141708374023,-3.714322588168361,5,Proportional_Catch
2438,-0.1005309671163559,2.5729644298553467,0.32649776339530945,-3.7476680278778076,-3.469296462067293,5,Proportional_Catch
2439,-0.09424778074026108,2.5226988792419434,0.40195295214653015,-4.06738805770874,-3.316488564518587,5,Proportional_Catch
2440,-0.08482300490140915,2.472433567047119,0.53708416223526,-4.307178020477295,-2.845579394337145,5,Proportional_Catch
2441,-0.07853981852531433,2.4158847332000732,0.5598927736282349,-4.644100189208984,-2.8233945366231503,5,Proportional_Catch
2442,-0.0691150426864624,2.3624777793884277,0.6555390357971191,-4.818252086639404,-2.45249256805553,5,TQC/DroQ_Blend
2443,-0.06283185631036758,2.305928945541382,0.648733913898468,-5.027405738830566,-2.4577367992832775,5,TQC/DroQ_Blend
2444,-0.05340707674622536,2.249380350112915,0.7221698760986328,-5.184270858764648,-2.419128379170802,5,TQC/DroQ_Blend
2445,-0.04712389037013054,2.1928317546844482,0.6987070441246033,-5.301919937133789,-2.5,5,TQC/DroQ
2446,-0.04084070399403572,2.13314151763916,0.6811099052429199,-5.468696594238281,-2.5,5,TQC/DroQ
2447,-0.0345575213432312,2.073451280593872,0.6679120659828186,-5.59377908706665,-2.5,5,TQC/DroQ
2448,-0.025132741779088974,2.0106194019317627,0.7365534901618958,-5.7661309242248535,1.5906877517700195,5,TQC/DroQ
2449,-0.018849555402994156,1.9477875232696533,0.7094947695732117,-5.895394802093506,2.5,5,TQC/DroQ
2450,-0.009424777701497078,1.8943804502487183,0.7677404880523682,-5.756722927093506,2.5,5,TQC/DroQ
2451,-0.0031415927223861217,1.8315485715866089,0.7328850030899048,-5.888338565826416,0.0,5,TQC/DroQ
2452,0.0,1.7718583345413208,0.6282036304473877,-5.908510684967041,-2.5,5,TQC/DroQ
2453,0.0,1.7121679782867432,0.47115272283554077,-5.92363977432251,-2.5,5,TQC/DroQ
2454,0.0031415927223861217,1.652477741241455,0.4319043457508087,-5.934986591339111,2.5,5,TQC/DroQ
2455,0.0062831854447722435,1.6022123098373413,0.40246808528900146,-5.707877159118652,2.5,5,TQC/DroQ
2456,0.009424777701497078,1.5613715648651123,0.38039088249206543,-5.301925182342529,2.5,5,TQC/DroQ
2457,0.0062831854447722435,1.5016813278198242,0.20675334334373474,-5.468700408935547,-1.7955634593963623,5,TQC/DroQ
2458,0.0031415927223861217,1.4451326131820679,0.07652518153190613,-5.515242099761963,-2.5,5,TQC/DroQ
2459,0.0,1.388584017753601,-0.021145932376384735,-5.5501484870910645,-2.5,5,TQC/DroQ
2460,0.0,1.3383184671401978,-0.01585944928228855,-5.419248580932617,0.0,5,TQC/DroQ
2461,0.0,1.2849113941192627,-0.0118945874273777,-5.399613380432129,2.5,5,TQC/DroQ
2462,0.0031415927223861217,1.2377874851226807,0.06961888074874878,-5.227807521820068,2.5,5,TQC/DroQ
2463,0.0031415927223861217,1.187522053718567,0.052214160561561584,-5.177492618560791,-1.9227709770202637,5,TQC/DroQ
2464,0.0,1.1372566223144531,-0.03937919810414314,-5.139756679534912,-2.5,5,TQC/DroQ
2465,-0.0062831854447722435,1.0775662660598755,-0.1866140365600586,-5.347074031829834,-2.5,5,TQC/DroQ
2466,-0.0062831854447722435,1.0335839986801147,-0.13996052742004395,-5.109862804412842,-2.5,5,TQC/DroQ
2467,-0.009424777701497078,0.9801769256591797,-0.1835102140903473,-5.167573928833008,-2.5,5,TQC/DroQ
2468,-0.009424777701497078,0.9330530166625977,-0.13763266801834106,-5.053777694702148,-2.5,5,TQC/DroQ
2469,-0.009424777701497078,0.8796459436416626,-0.1032245010137558,-5.125510215759277,-2.5,5,TQC/DroQ
2470,-0.009424777701497078,0.8262388706207275,-0.07741837203502655,-5.179309844970703,-2.5,5,TQC/DroQ
2471,-0.009424777701497078,0.7728317975997925,-0.05806377902626991,-5.219659328460693,-2.5,5,TQC/DroQ
2472,-0.009424777701497078,0.7194247245788574,-0.04354783520102501,-5.2499213218688965,-2.5,5,TQC/DroQ
2473,-0.009424777701497078,0.6628760695457458,-0.03266087546944618,-5.3511576652526855,-2.5,5,TQC/DroQ
2474,-0.0062831854447722435,0.6094689965248108,0.05404416099190712,-5.348545074462891,-2.5,5,TQC/DroQ
2475,-0.0062831854447722435,0.5529203414916992,0.040533121675252914,-5.425125598907471,-2.5,5,TQC/DroQ
2476,-0.0031415927223861217,0.4995132386684418,0.10893966257572174,-5.404021263122559,-2.5,5,TQC/DroQ
2477,-0.0031415927223861217,0.4429645836353302,0.0817047506570816,-5.466732501983643,-2.5,5,TQC/DroQ
2478,0.0,0.38955751061439514,0.13981838524341583,-5.4352264404296875,-2.5,5,TQC/DroQ
2479,0.0,0.3361504077911377,0.10486379265785217,-5.411596775054932,-2.5,5,TQC/DroQ
2480,0.0,0.2796017527580261,0.07864784449338913,-5.472414493560791,-2.5,5,TQC/DroQ
2481,0.0,0.22305308282375336,0.0589858815073967,-5.5180277824401855,-2.5,5,TQC/DroQ
2482,0.0,0.1696460098028183,0.044239409267902374,-5.473697662353516,-2.5,5,TQC/DroQ
2483,0.0,0.11623892933130264,0.03317955881357193,-5.440450191497803,-2.5,5,TQC/DroQ
2484,0.0,0.059690263122320175,0.024884669110178947,-5.494054317474365,-2.5,5,TQC/DroQ
2485,0.0,0.0031415927223861217,0.018663501366972923,-5.534257411956787,-2.5,5,TQC/DroQ
2486,0.0,-0.05026548355817795,0.013997625559568405,-5.485869884490967,-2.5,5,TQC/DroQ
2487,0.0,-0.103672556579113,0.010498219169676304,-5.449579238891602,-2.5,5,TQC/DroQ
2488,0.0,-0.15393804013729095,0.007873664610087872,-5.3438215255737305,-2.5,5,TQC/DroQ
2489,-0.0031415927223861217,-0.207345113158226,-0.07263457030057907,-5.343042850494385,-2.5,5,TQC/DroQ
2490,-0.0031415927223861217,-0.25761058926582336,-0.054475925862789154,-5.263919353485107,-2.5,5,TQC/DroQ
2491,-0.0062831854447722435,-0.3078760802745819,-0.11939676105976105,-5.20457649230957,-2.5,5,TQC/DroQ
2492,-0.009424777701497078,-0.35499998927116394,-0.16808739304542542,-5.08152961730957,-2.5,5,TQC/DroQ
2493,-0.012566370889544487,-0.4021238684654236,-0.204605370759964,-4.98924446105957,-2.5,5,TQC/DroQ
2494,-0.018849555402994156,-0.4461061656475067,-0.31053367257118225,-4.841490745544434,-2.5,5,TQC/DroQ
2495,-0.021991148591041565,-0.49008846282958984,-0.3114400804042816,-4.73067569732666,-2.5,5,TQC/DroQ
